budget,genre_avg,genre_max,company_avg,company_max,country_avg,country_max,language_avg,language_max,cast_avg,cast_max,cast_dim,cast_count,keyword_avg,keyword_max,keyword_dim,keyword_count,directing_avg,directing_max,writing_avg,writing_max,production_avg,production_max,editing_avg,editing_max,camera_avg,camera_max,art_avg,art_max,sound_avg,sound_max,costume_avg,costume_max,revenue
70000000,0.0696687075,0.0784512,0.016992172,0.016992172,0.12482122,0.12482122,0.0558728245,0.096605696,8.073967869999998e-05,0.0030914107,0.0027658052349999996,100,0.0009698140066666666,0.002749292,0.004347848779166667,9,0.002013869706,0.0050079655,0.00046917968,0.0011729492,0.0002317055892857143,0.0027504982,0.00144939895,0.0056187776,0.0009718024422222222,0.0070763123,0.0006867250924999999,0.0047869324,0.0006768098478260871,0.005912012,0.0010180181641666667,0.003234237,374111707
5000000,0.058612320333333336,0.0784512,0.00045013085666666667,0.0015720546,0.012699733500000001,0.014173193,0.096605696,0.096605696,7.1618015625e-05,0.0011891532,0.0016971998999999998,32,0.0001690187845,0.0022640685,0.001759437125,20,0.0006661951,0.0013323902,3.7679547e-05,3.7679547e-05,0.00015898518285714284,0.00073712773,0.0005116879,0.0005116879,0.0007605264257512232,0.002859030027501044,0.0003871860989875183,0.00234513418958099,0.00011849973333333334,0.0003554992,0.0005022238540563571,0.002659577594462819,109280263
110000000,0.040628934500000005,0.05373726,0.00449164492,0.015078032,0.069530477,0.12482122,0.096605696,0.096605696,5.605195983870968e-05,0.0016541076,0.0015377066966666664,62,0.0011457706134999999,0.010869208,0.004168209573928572,20,0.0007388555881818182,0.005840375,0.0014257232,0.0014257232,0.00032618367238461534,0.0073230807,0.001813937661111111,0.005877659,0.0004474309132352941,0.0070763123,0.00035143772191489366,0.005725692,0.0005110210685483871,0.005679074,0.0007121525527027026,0.011559601,215294342
95000000,0.0885598202,0.14818096,0.018903331500000002,0.02775524,0.12482122,0.12482122,0.096605696,0.096605696,7.356079116666667e-05,0.0007606088,0.0008112669263333333,12,0.004914855818888888,0.03882091,0.017313193318333333,9,0.0004330156257142857,0.0027126037,0.0035258736,0.004400469,0.000285554346,0.0010623422,0.0009206783750000001,0.0031688455,0.0007605264257512232,0.002859030027501044,0.0005557732445,0.0016524155,0.0013252087120000002,0.00863142,0.0005022238540563571,0.002659577594462819,76432727
51000000,0.0784512,0.0784512,0.0027573690300000003,0.0046286844,0.12482122,0.12482122,0.054683510500000004,0.096605696,0.00012005960486486486,0.0049402737,0.006529139878333334,74,0.00238761015,0.0061849575,0.00786769905,4,0.0005305510193333333,0.0031105217,0.0010141871666666665,0.0021806485,0.00017000115814705882,0.0025431574,0.00169551486,0.0032963036,0.00029706219833333333,0.0019429048,0.00019568787346153847,0.0016029478,0.0016276740576190473,0.026968963,0.0006399009791666667,0.0038339992,149270999
25000000,0.05938872766666667,0.0784512,0.0004361363333333333,0.001308409,0.068023747,0.12482122,0.0558728245,0.096605696,6.737954363636363e-05,0.0009065773,0.00102906131,22,0.0005313897042857143,0.0020663925,0.00330408673,14,0.00021128787,0.00042257574,0.0013285821617197286,0.0027709717037883203,0.00026823932600000003,0.0008742809,0.0016423154,0.0016423154,0.000488027738,0.00093710143,0.00017301751,0.0005764312,0.00043792536,0.0005962452,0.00032710160833333336,0.0007648852,152500343
52000000,0.038828768,0.038828768,0.014284702,0.014284702,0.12482122,0.12482122,0.096605696,0.096605696,0.00011461349285714286,0.0030914107,0.0042059482833333335,56,0.00025443994857142857,0.0012176688,0.00081204987,7,0.000584831828,0.0018534871,0.0004387361,0.0004387361,0.00019756328045454546,0.0019383249,0.00098644944,0.0023665058,0.000831616302,0.0055323457,0.00024406392444444445,0.0009573766,0.0006008332930347828,0.004228323,0.0005392580366666667,0.005261027,256271286
60000000,0.0486928805,0.058556993,0.005206315666666667,0.010051423,0.12482122,0.12482122,0.096605696,0.096605696,7.522960612244898e-06,0.00036862507,0.00036862507,49,9.1418215e-05,0.00089318806,0.0012584914533333334,22,0.0004213326,0.0004213326,0.00037523586,0.00037523586,0.0002913945625,0.001508645,0.00285162805,0.004291666,0.0017309133,0.0017309133,0.00025563855,0.0005112771,0.00038848876,0.00038848876,0.0005036918,0.0005036918,47386287
30000000,0.038828768,0.038828768,0.00904230125,0.020244837,0.12482122,0.12482122,0.096605696,0.096605696,2.0462014615384615e-05,0.0016246956,0.001743369465,91,0.0001212831325,0.0009986297,0.0011150272316666667,20,0.00066078645,0.0013215729,0.0013285821617197286,0.0027709717037883203,0.0008532843333333333,0.002621206,0.0018896762,0.0018896762,0.0013805197999999998,0.0020501786,4.64799e-05,0.0001394397,0.0007572087333333334,0.0011358131,0.00021934381692307695,0.0012580561,136706683
127500000,0.0916173605,0.096269555,0.0101224185,0.020244837,0.12482122,0.12482122,0.096605696,0.096605696,0.000198451435,0.001164607,0.0014022108500000002,10,0.0002671422725,0.0014763346,0.0024124362450000003,16,0.006294525666666666,0.018883577,0.0013285821617197286,0.0027709717037883203,0.00095466774,0.0016131725,0.0015383794499999998,0.0019949113,0.0007605264257512232,0.002859030027501044,0.0003871860989875183,0.00234513418958099,0.0017159883,0.0017159883,0.0005022238540563571,0.002659577594462819,354248063
2000000,0.036751869,0.038828768,0.0025409708474296924,0.005556659511429063,0.007415632,0.007415632,0.01408253,0.01408253,9.102136195434908e-05,0.001943441184888553,0.0019225543416398498,25,9.11040924e-05,0.00045678354,0.000559471087,10,0.0008608967490908021,0.0024647112889339337,2.4426681e-05,2.4426681e-05,1.0929058461538461e-05,0.00014207776,0.0011854199661397397,0.002787371915319359,0.0003246282,0.0006492564,0.00016582933333333333,0.000497488,0.0006004941434122746,0.004117134003273924,0.0005022238540563571,0.002659577594462819,20908467
150000,0.049857491500000004,0.060886215,0.0025409708474296924,0.005556659511429063,0.051287887000000004,0.087056875,0.01625486433333333,0.01954211,9.102136195434908e-05,0.001943441184888553,0.0019225543416398498,11,0.0004321019770588235,0.0044789994,0.0019868393116666667,17,0.0008608967490908021,0.0024647112889339337,0.0013285821617197286,0.0027709717037883203,0.000276030120685818,0.0022566625438007297,0.0011854199661397397,0.002787371915319359,0.0007605264257512232,0.002859030027501044,0.0003871860989875183,0.00234513418958099,0.0006004941434122746,0.004117134003273924,0.0005022238540563571,0.002659577594462819,12854953
120000000,0.06365422949999999,0.14818096,0.006070909766666667,0.011406243,0.12482122,0.12482122,0.096605696,0.096605696,0.00014578282666666666,0.0013699997,0.0024590875513333336,30,0.0007308759352380952,0.0064119236,0.004948458602999999,21,0.00151800098,0.0058822976,0.0010420268,0.0020840536,0.00019805361414285713,0.0019111136,0.0011177249066666667,0.004019559,0.0004473324403448276,0.0032574509,0.00022817373793103447,0.0032560013,0.0007529741187234043,0.009536073,0.0005391276066666667,0.0027899207,325756637
82343495,0.038828768,0.038828768,0.0034133228,0.0034133228,0.12482122,0.12482122,0.096605696,0.096605696,9.947552631578947e-05,0.0009991947,0.00144461485,19,0.0005898561919588543,0.0026257701033591875,0.0024175757747905697,2,0.0008608967490908021,0.0024647112889339337,0.0013285821617197286,0.0027709717037883203,0.000276030120685818,0.0022566625438007297,0.0011854199661397397,0.002787371915319359,0.0007605264257512232,0.002859030027501044,0.0003871860989875183,0.00234513418958099,0.0006004941434122746,0.004117134003273924,0.0005022238540563571,0.002659577594462819,48814909
45000000,0.059180794,0.0784512,0.0091285633,0.015924368,0.12482122,0.12482122,0.096605696,0.096605696,0.00021474427227272726,0.008722091,0.0033045265466666663,44,0.000440610835,0.00088122167,0.00088122167,2,0.0008608967490908021,0.0024647112889339337,0.0013285821617197286,0.0027709717037883203,0.0008813057039999999,0.0024985,0.00070470304,0.00070470304,0.0007605264257512232,0.002859030027501044,0.0012969227491666665,0.0047869324,0.0003875158375,0.0014069668,0.0004526127333333333,0.0020877481,113916474
48000000,0.03148788833333333,0.038828768,0.0017639796400000002,0.0066009792,0.069530477,0.12482122,0.055344113,0.096605696,3.3793387499999996e-05,0.0012570943,0.001415838963095238,140,0.000114732406,0.0010616786,0.0009500385033333333,15,0.000283524314,0.0007676603,8.7898745e-06,1.7579749e-05,0.00043865693230769225,0.0034907183,0.0012461470666666667,0.0023665058,0.0009025097172727272,0.0055323457,0.00020520219578947367,0.0013552875,0.00043526664727142853,0.004228323,0.0006251777828571428,0.0026808383,207515725
82000000,0.040445648333333334,0.061277915,0.0019782684,0.0019782684,0.12482122,0.12482122,0.096605696,0.096605696,8.216777804347826e-05,0.0014247774,0.0015751806133333334,46,0.000465739608,0.0011999365,0.0019151361066666666,10,0.0006832131333333333,0.0016881626,0.0013285821617197286,0.0027709717037883203,4.582162857142857e-05,0.0003207514,0.0011854199661397397,0.002787371915319359,0.0007605264257512232,0.002859030027501044,0.0005198439654999999,0.0039150305,0.0005014169058333334,0.002728751,0.000293724166,0.0016205453,96085477
30000000,0.059180794,0.0784512,0.0011663793,0.0023327586,0.068023747,0.12482122,0.048302848,0.096605696,2.8791022653061226e-05,0.0006975576,0.0006659429866666667,49,0.00021003713833333334,0.00080351153,0.000858467065,6,8.3133725e-05,0.0003325349,0.000127317934,0.0004568702,6.571677125e-05,0.0005914527,0.0011854199661397397,0.002787371915319359,0.00047289931,0.0010022882,0.00019982705625,0.00083386654,0.00022461906625,0.0014069668,0.00019328325666666667,0.00073458854,47126295
60000000,0.06071859075,0.0784512,0.0018754651024999998,0.005215505,0.12482122,0.12482122,0.096605696,0.096605696,5.953195000000001e-05,0.0011042265,0.0019450511833333333,54,0.00061568485,0.0025762573,0.0031351832,6,0.00043554898,0.0021777449,0.0013285821617197286,0.0027709717037883203,3.0403252173913045e-05,0.0006992748,0.000571814519,0.0023665058,0.0015893645257142857,0.008509695,0.00045018705916666663,0.004077316,0.00029593486684210523,0.0021556602,0.0009902710285000001,0.0026808383,124700000
13000000,0.06986455750000001,0.0784512,0.0043153112,0.0046286844,0.12482122,0.12482122,0.048051270666666666,0.096605696,3.4121309523809524e-05,0.0007165475,0.0007165475,21,0.0004915518300000001,0.0033654831,0.0022695214358333334,15,0.0008608967490908021,0.0024647112889339337,0.0013285821617197286,0.0027709717037883203,0.00018088261304347825,0.0021625808,0.0006404842,0.0023665058,0.00020501786,0.0020501786,1.651617380952381e-05,0.00018522091,0.0010018604183783784,0.026968963,3.177956545454545e-05,0.00034957522,73180723
85000000,0.061853928749999995,0.0784512,0.0023300297,0.0035243074,0.12482122,0.12482122,0.096605696,0.096605696,0.00014255846595555554,0.0026825045,0.0039916461125,45,0.0002734966811111111,0.0013637157,0.0015110219933333333,9,0.0008301950333333335,0.002164781,0.0044683605533333325,0.007673665,0.00029693094727272726,0.0024883584,0.0014220135,0.0023140276,0.00022066966916666668,0.0009840878,0.000748400652,0.009540623,0.0005242411274941176,0.0036054573,0.0004438699085714286,0.0016091963,58292295
48000000,0.06801519833333333,0.0784512,0.002354762366666667,0.0046286844,0.12482122,0.12482122,0.040501414,0.096605696,2.496954146341463e-05,0.0010237512,0.0010237512,41,0.0009754574185714285,0.0037814926,0.005237699693333333,7,0.0008608967490908021,0.0024647112889339337,6.174737666666666e-05,0.00018524213,7.892729015714286e-05,0.0013153609,0.00162407374,0.0056187776,0.0005241241181818182,0.0020523742,0.000730910724,0.0032560013,0.0006964802026551723,0.009575407,0.00018354121583333334,0.0020129234,90383208
100000000,0.036000167,0.04337012,0.006698305966666668,0.010051423,0.12482122,0.12482122,0.096605696,0.096605696,0.00019760059294117644,0.0010213637,0.0018114674541666667,17,0.00114039804,0.00355535,0.0029568229166666666,5,0.0035473387319999994,0.008846313,0.004339758,0.013019274,0.000950118971451613,0.009951472,0.0026353601,0.008155525,0.0004321080285714286,0.0025133076,0.001242208339090909,0.008626176,0.0009967564205555558,0.005375185,0.0002468805442857143,0.0013644414,291420351
40000000,0.038828768,0.038828768,0.002835613266666667,0.0068064863,0.12482122,0.12482122,0.096605696,0.096605696,0.00014869398294117649,0.00470105,0.002964169146666667,51,0.00012657912,0.0012657912,0.0012657912,10,0.001272434852,0.0026380878,0.0017523698,0.0035047396,0.00015983939318181818,0.0012948312,0.0009527678666666666,0.004019559,0.0011710023258333332,0.0055323457,0.0005226013482352941,0.0071194065,0.00035323992907142855,0.0036054573,0.0006939422321428571,0.0025342216,55707411
12800000,0.0298943475,0.038828768,0.00022993452576923078,0.0014368723,0.022174084608333335,0.12482122,0.096605696,0.096605696,9.102136195434908e-05,0.001943441184888553,0.0019225543416398498,29,0.00019261935414285715,0.001352185,0.0017939538401666665,14,0.0008608967490908021,0.0024647112889339337,0.0013285821617197286,0.0027709717037883203,2.8324357000000002e-05,0.00056648714,0.0002756303,0.0011025212,0.0007605264257512232,0.002859030027501044,0.0003871860989875183,0.00234513418958099,0.00014042649333333336,0.001104806,0.0005022238540563571,0.002659577594462819,40031879
31000000,0.0479764425,0.061277915,0.0016880075,0.0016880075,0.12482122,0.12482122,0.096605696,0.096605696,2.451354528205128e-05,0.0008255714,0.000887138322,39,0.0006346442195652174,0.0077077663,0.00466333815797619,23,0.0008608967490908021,0.0024647112889339337,0.0013285821617197286,0.0027709717037883203,0.00017771529064705883,0.0013580709,0.000293285375,0.0011731415,0.000270137582,0.0013761352,0.0003922725205263158,0.0067145885,0.00131350191312,0.014129516,0.0002900988953846154,0.0011519078,68106245
90000000,0.0479764425,0.061277915,0.0010729784749999999,0.0023327586,0.12482122,0.12482122,0.096605696,0.096605696,0.00014854701588235293,0.0023294273,0.002427363285,17,0.002195356449230769,0.009407076,0.009047349884285714,13,8.913519714285714e-05,0.0003614768,0.0005150961,0.0015452883,0.0002475399615384615,0.0053142076,0.0008237357585714286,0.0027471283,0.00042963527,0.0038437012,1.09339216e-05,0.00027334804,0.00020554166999999998,0.0010917877,8.165587230769231e-05,0.00073458854,60874615
65000000,0.07192938333333333,0.14818096,0.0034668314333333333,0.0070018196,0.12482122,0.12482122,0.096605696,0.096605696,7.070866472093024e-05,0.0015628334,0.002256335246583333,43,0.0016614868800000002,0.0049754656,0.0047268937333333335,5,0.001445367975,0.0026089158,0.0013285821617197286,0.0027709717037883203,0.00017453546090909092,0.0013153609,0.0010658090142857143,0.004019559,0.0024102475085714284,0.008510177,0.00051497672,0.0030512565,0.0008989620799999999,0.0085828435,0.0006978751345454545,0.0025342216,128884132
62000000,0.040043304499999995,0.05373726,0.0017385016666666665,0.005215505,0.06949720649999999,0.12482122,0.04085388833333333,0.096605696,0.00019562813928571427,0.0044133645,0.0049454762,28,0.00094652325,0.0027833588,0.0032847259,4,0.0019607658666666665,0.0058822976,0.0013285821617197286,0.0027709717037883203,8.728731666666666e-05,0.0005237239,0.0011239114725,0.0026719633,0.00021769464269999998,0.0011917575,0.0012030235909090909,0.009540623,0.0002954414913636364,0.0015703881,0.0011199645146666667,0.015192071,127666415
25000000,0.029522372333333335,0.03467497,0.0038203003,0.0068064863,0.12482122,0.12482122,0.07163021550000001,0.096605696,7.701702150000001e-05,0.0013003557,0.00089016258,20,6.225316e-05,0.00024901264,0.00024901264,4,0.0008608967490908021,0.0024647112889339337,0.0006864948666666667,0.0020594846,0.00021099849957142855,0.00076513144,0.0011854199661397397,0.002787371915319359,0.0007605264257512232,0.002859030027501044,0.0003871860989875183,0.00234513418958099,0.0002423976188888889,0.0008181844,0.0005022238540563571,0.002659577594462819,91036760
10000000,0.036000167,0.04337012,0.00113665505,0.0017515991,0.12482122,0.12482122,0.096605696,0.096605696,3.833080395348838e-05,0.0007290234,0.0008908105216666666,43,5.0749484e-05,0.00040225196,0.00056011628,15,0.000991421075,0.002343399,0.0013285821617197286,0.0027709717037883203,0.0001890605984666667,0.00093375024,0.0012583729599999999,0.004355962,0.00022923583999999997,0.00088930904,3.124781111111111e-05,0.0002812303,0.00013070299045454546,0.000939107,0.0002740128025,0.00075491663,12008642
43000000,0.038828768,0.038828768,0.001870127475,0.005567524,0.12482122,0.12482122,0.096605696,0.096605696,0.0002725440010666666,0.0022380783,0.0021681231096666665,15,0.00013072891854545455,0.0010514993,0.0015324452376666664,22,0.0004447132,0.0004447132,0.00066965335,0.00066965335,0.00015967022400000002,0.0005144819,0.0011854199661397397,0.002787371915319359,0.0007605264257512232,0.002859030027501044,0.0005989232399999999,0.0021147493,0.0006004941434122746,0.004117134003273924,0.00028307518,0.00028307518,80049764
75000000,0.0851251632,0.14818096,0.0015428948,0.0046286844,0.12482122,0.12482122,0.07163021550000001,0.096605696,0.00016659372777777778,0.0022380783,0.0026183826999999996,18,0.002538659276666667,0.0074659614,0.00595819102,6,0.000175568148,0.00087784074,0.0008283500879999999,0.0032654188,0.000276030120685818,0.0022566625438007297,0.0011854199661397397,0.002787371915319359,0.0007605264257512232,0.002859030027501044,0.0003871860989875183,0.00234513418958099,0.0019510441776666662,0.0085828435,0.0014303247,0.0014303247,36754634
75000000,0.07192938333333333,0.14818096,0.002783762,0.005567524,0.069530477,0.12482122,0.11425146200000001,0.24614869,0.00028312175217391305,0.0044133645,0.0054625824,23,0.0005514455363636364,0.0028021508,0.00419092035,11,0.0009426455699999999,0.0011394244,0.0013285821617197286,0.0027709717037883203,0.00024678605725,0.0016378477,0.00034036921500000004,0.0005573941,0.0008338699461538461,0.005540797,0.0005768126155555555,0.0042574066,0.00038327326,0.002916201,0.00030621097230769227,0.0016303578,215663859
80000000,0.042961701666666664,0.061277915,0.00282221429,0.0070018196,0.0713929295,0.12482122,0.096605696,0.096605696,0.0007430999555555556,0.0053988416,0.0060433706,9,0.0012940081271428574,0.005379691,0.003074850083333333,7,0.0008608967490908021,0.0024647112889339337,0.0013285821617197286,0.0027709717037883203,0.0002743173586206896,0.005925008,0.000974599696,0.004019559,0.00024540748162352936,0.002446429,2.724651466666667e-05,0.00034019485,0.00030140411988,0.0036054573,0.0005747834144444444,0.0019857665,33463969
43000000,0.058639984,0.0784512,0.005567524,0.005567524,0.12482122,0.12482122,0.096605696,0.096605696,0.00029035030925925924,0.0055766827,0.004876975433333333,27,0.0007211468125,0.0045033833,0.0051362789,8,0.0006591779,0.0006591779,0.0004387361,0.0004387361,0.000107550095,0.00011550008,0.0011854199661397397,0.002787371915319359,0.0007605264257512232,0.002859030027501044,0.0003871860989875183,0.00234513418958099,0.0006004941434122746,0.004117134003273924,0.0005022238540563571,0.002659577594462819,6219894
65000000,0.076708182,0.086965166,0.006748279,0.020244837,0.12482122,0.12482122,0.096605696,0.096605696,5.228940315789474e-05,0.0014819617,0.0016846455383333332,57,0.0005898561919588543,0.0026257701033591875,0.0024175757747905697,4,0.0011251600946666667,0.0023194675,0.0013285821617197286,0.0027709717037883203,2.2779554e-05,0.00022779554,0.00018442086666666665,0.0005532626,0.0005241151333333333,0.0007861727,0.0001591727,0.0006366908,0.0006641827388888889,0.003607655,7.488615e-05,0.0001497723,110317580
50000000,0.0784512,0.0784512,0.002268828766666667,0.0068064863,0.12482122,0.12482122,0.096605696,0.096605696,0.0002695225332142857,0.006255789,0.00393635443,28,0.00019972594,0.0009986297,0.0009986297,5,0.0008608967490908021,0.0024647112889339337,0.0013285821617197286,0.0027709717037883203,5.647701857142857e-05,0.00039533913,0.0011854199661397397,0.002787371915319359,0.0011278398,0.0011278398,0.00029273625,0.00029273625,0.0010938776,0.0010938776,0.00013758201,0.00013758201,50054511
80000000,0.051768474,0.06470818,0.004393002654,0.010051423,0.12482122,0.12482122,0.055344113,0.096605696,0.00048715213999999996,0.0038384376,0.0045675525,15,0.00022588499,0.0012073506,0.0016551746,10,0.000160906832,0.00027129048,0.0013285821617197286,0.0027709717037883203,0.00016949738555555556,0.0009748935,0.00058387866,0.00058387866,0.0007736528,0.0007736528,0.0006186406233333334,0.0025113206,0.004908470097000001,0.012148552,0.0010317269733333334,0.007883195,39459427
73000000,0.07403208875,0.14818096,0.00167797846,0.0068064863,0.12482122,0.12482122,0.0558728245,0.096605696,9.4648055e-05,0.0009909938,0.0013223982966666665,18,0.00019584140600000001,0.0010514993,0.0015049566799999999,10,0.0008608967490908021,0.0024647112889339337,0.0013285821617197286,0.0027709717037883203,7.075027e-05,0.00028300108,0.0011854199661397397,0.002787371915319359,0.0007605264257512232,0.002859030027501044,0.0017165707,0.0017165707,0.0006004941434122746,0.004117134003273924,0.0005022238540563571,0.002659577594462819,29000000
80000000,0.03467497,0.03467497,0.0017420060333333332,0.0026864242,0.12482122,0.12482122,0.053710856,0.096605696,7.71381684090909e-05,0.0048008272,0.0024494729633333335,88,0.00019606192666666666,0.00090223644,0.00131343912,9,0.0002792057575,0.0005474672,0.0018330415,0.0018330415,0.00012493711083333336,0.00058630656,0.006766201,0.006766201,0.0002990691,0.0005993613,0.000230887075,0.00029912163,0.00014107762642857143,0.0010917877,0.00012011649333333335,0.00036034948,34566746
15000000,0.05938872766666667,0.0784512,0.0023143422,0.0046286844,0.12482122,0.12482122,0.096605696,0.096605696,6.838244734375e-05,0.003550602,0.00211879363,64,0.0002037493472727273,0.0012475392,0.0014729436733333335,11,0.0008608967490908021,0.0024647112889339337,0.0013285821617197286,0.0027709717037883203,0.000276030120685818,0.0022566625438007297,0.0011854199661397397,0.002787371915319359,0.0007605264257512232,0.002859030027501044,0.0003871860989875183,0.00234513418958099,0.0006004941434122746,0.004117134003273924,0.0009693997666666666,0.002425007,33771174
60000000,0.062139339599999996,0.14818096,0.005664057333333333,0.016992172,0.12482122,0.12482122,0.056770073000000004,0.096605696,8.6023796e-05,0.0006013794,0.0007500720533333334,15,1.711996166666667e-05,0.00010271977,0.00010271977,6,0.00021522339999999998,0.001076117,8.7898745e-06,1.7579749e-05,0.00011361915142857141,0.0011218314,0.0003532649666666667,0.0021195898,0.00010791807923076924,0.0011338944,5.82722111111111e-05,0.0005244499,0.0008438615038461538,0.010775701,0.00046936496444444455,0.0014460415,71000000
1300000,0.020959927,0.020959927,0.0025409708474296924,0.005556659511429063,0.0014367291,0.0014367291,0.01408253,0.01408253,9.102136195434908e-05,0.001943441184888553,0.0019225543416398498,18,0.0002721316114,0.0014892409,0.0015326006084999998,10,0.0008608967490908021,0.0024647112889339337,0.0013285821617197286,0.0027709717037883203,0.000276030120685818,0.0022566625438007297,0.0011854199661397397,0.002787371915319359,0.0007605264257512232,0.002859030027501044,0.0003871860989875183,0.00234513418958099,0.0006004941434122746,0.004117134003273924,0.0005022238540563571,0.002659577594462819,12413888
